DLTR US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-07 09:35:00,BEST_ASK,86.2,2,0,F,0,0
2025-10-07 09:35:01,BEST_BID,85.79,2,0,Q,0,0
2025-10-07 09:35:01,BEST_BID,85.79,4,0,Q,0,0
2025-10-07 09:35:01,BEST_BID,85.79,6,0,Q,0,0
2025-10-07 09:35:05,BEST_ASK,86.02,1,0,K,0,0
2025-10-07 09:35:06,TRADE,85.825,100,Q,D,0,0
2025-10-07 09:35:09,BEST_ASK,86,1,0,N,0,0
2025-10-07 09:35:10,BEST_ASK,86,2,0,P,0,0
2025-10-07 09:35:11,TRADE,85.895,400,"R6,IS",Q,0,0
2025-10-07 09:35:11,TRADE,85.95,100,"R6,IS",Q,0,0
2025-10-07 09:35:11,TRADE,85.96,100,"R6,IS",Q,0,0
2025-10-07 09:35:11,TRADE,85.97,116,"R6,IS",Q,0,0
2025-10-07 09:35:11,TRADE,85.94,100,"R6,IS",P,0,0
2025-10-07 09:35:11,TRADE,85.895,100,Q,D,0,0
2025-10-07 09:35:12,TRADE,85.8,300,Q,D,0,0
2025-10-07 09:35:12,TRADE,85.8,100,Q,D,0,0
2025-10-07 09:35:12,BEST_BID,85.79,5,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.99,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.98,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.95,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.97,1,0,Q,0,0
2025-10-07 09:35:12,BEST_BID,85.79,4,0,Q,0,0
2025-10-07 09:35:12,BEST_BID,85.79,2,0,Q,0,0
2025-10-07 09:35:12,BEST_BID,85.77,1,0,P,0,0
2025-10-07 09:35:12,TRADE,85.79,100,0,Q,0,0
2025-10-07 09:35:12,TRADE,85.79,200,0,Q,0,0
2025-10-07 09:35:12,TRADE,85.79,191,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.95,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.88,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.97,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.78,1,0,Q,0,0
2025-10-07 09:35:12,TRADE,85.77,100,0,P,0,0
2025-10-07 09:35:12,BEST_ASK,85.78,2,0,Q,0,0
2025-10-07 09:35:12,TRADE,85.77,100,"R6,IS",P,0,0
2025-10-07 09:35:12,BEST_BID,85.75,1,0,P,0,0
2025-10-07 09:35:12,BEST_ASK,85.77,1,0,P,0,0
2025-10-07 09:35:12,TRADE,85.77,100,"R6,IS",P,0,0
2025-10-07 09:35:12,BEST_ASK,85.77,1,0,Q,0,0
2025-10-07 09:35:12,BEST_BID,85.74,1,0,P,0,0
2025-10-07 09:35:12,TRADE,85.75,100,"R6,IS",P,0,0
2025-10-07 09:35:12,BEST_ASK,85.76,1,0,F,0,0
2025-10-07 09:35:12,BEST_ASK,85.75,1,0,P,0,0
2025-10-07 09:35:12,BEST_BID,85.66,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,85.85,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,86,2,0,P,0,0
2025-10-07 09:35:12,BEST_BID,85.66,3,0,Q,0,0
2025-10-07 09:35:12,BEST_BID,85.66,1,0,Q,0,0
2025-10-07 09:35:12,TRADE,85.66,130,Q,D,0,0
2025-10-07 09:35:12,TRADE,85.67,100,0,Q,0,0
2025-10-07 09:35:12,BEST_BID,85.65,1,0,Z,0,0
2025-10-07 09:35:12,BEST_ASK,85.92,1,0,Q,0,0
2025-10-07 09:35:12,BEST_ASK,86,3,0,P,0,0
2025-10-07 09:35:12,BEST_ASK,86,2,0,N,0,0
2025-10-07 09:35:12,BEST_ASK,86,2,0,P,0,0
2025-10-07 09:35:13,BEST_BID,85.65,2,0,Q,0,0
2025-10-07 09:35:13,TRADE,85.67,200,Q,D,0,0
2025-10-07 09:35:13,TRADE,85.66,100,0,F,0,0
2025-10-07 09:35:13,BEST_ASK,85.85,1,0,Q,0,0
2025-10-07 09:35:13,BEST_ASK,85.84,1,0,Q,0,0
2025-10-07 09:35:13,BEST_ASK,85.8,1,0,B,0,0
2025-10-07 09:35:13,BEST_ASK,85.83,1,0,Q,0,0
2025-10-07 09:35:13,TRADE,85.65,100,0,Q,0,0
2025-10-07 09:35:13,BEST_BID,85.65,1,0,Z,0,0
2025-10-07 09:35:13,BEST_BID,85.64,1,0,Q,0,0
2025-10-07 09:35:13,TRADE,85.65,100,"R6,IS",Z,0,0
2025-10-07 09:35:13,BEST_ASK,85.81,1,0,Q,0,0
2025-10-07 09:35:13,BEST_BID,85.63,1,0,Q,0,0
