DLTR US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-08 09:35:00,BEST_ASK,87.4,2,0,Q,0,0
2025-10-08 09:35:01,TRADE,87.37,100,Q,D,0,0
2025-10-08 09:35:01,TRADE,87.3,100,Q,D,0,0
2025-10-08 09:35:01,BEST_ASK,87.4,3,0,Q,0,0
2025-10-08 09:35:01,BEST_BID,87.21,6,0,Q,0,0
2025-10-08 09:35:02,TRADE,87.3075,100,Q,D,0,0
2025-10-08 09:35:04,BEST_BID,87.21,7,0,Q,0,0
2025-10-08 09:35:10,TRADE,87.4,114,Q,D,0,0
2025-10-08 09:35:15,BEST_ASK,87.39,1,0,Q,0,0
2025-10-08 09:35:15,BEST_BID,87.21,8,0,Q,0,0
2025-10-08 09:35:17,TRADE,87.35,200,Q,D,0,0
2025-10-08 09:35:19,TRADE,87.39,123,"R6,IS",Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.4,3,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.4,2,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.4,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.38,1,0,B,0,0
2025-10-08 09:35:19,BEST_BID,87.39,1,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.45,3,0,Q,0,0
2025-10-08 09:35:19,TRADE,87.4,100,"R6,IS",Q,0,0
2025-10-08 09:35:19,BEST_BID,87.4,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.4,2,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.41,1,0,Q,0,0
2025-10-08 09:35:19,TRADE,87.45,151,"R6,IS",Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.45,2,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.45,1,0,K,0,0
2025-10-08 09:35:19,BEST_BID,87.42,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.44,1,0,X,0,0
2025-10-08 09:35:19,TRADE,87.45,100,"R6,IS",Q,0,0
2025-10-08 09:35:19,TRADE,87.45,100,"R6,IS",Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.55,1,0,Q,0,0
2025-10-08 09:35:19,TRADE,87.45,150,"R6,IS",K,0,0
2025-10-08 09:35:19,BEST_BID,87.44,2,0,X,0,0
2025-10-08 09:35:19,TRADE,87.38,100,"R6,IS",M,0,0
2025-10-08 09:35:19,BEST_BID,87.44,1,0,B,0,0
2025-10-08 09:35:19,BEST_BID,87.44,1,0,X,0,0
2025-10-08 09:35:19,BEST_ASK,87.6,2,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.44,2,0,X,0,0
2025-10-08 09:35:19,BEST_BID,87.44,1,0,K,0,0
2025-10-08 09:35:19,BEST_BID,87.44,1,0,X,0,0
2025-10-08 09:35:19,BEST_ASK,87.6,3,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.6,2,0,Q,0,0
2025-10-08 09:35:19,TRADE,87.6,400,Q,D,0,0
2025-10-08 09:35:19,BEST_ASK,87.6,1,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.69,2,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.51,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.48,1,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.68,2,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.48,1,0,K,0,0
2025-10-08 09:35:19,BEST_ASK,87.68,2,0,Z,0,0
2025-10-08 09:35:19,BEST_ASK,87.68,2,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.47,1,0,X,0,0
2025-10-08 09:35:19,BEST_ASK,87.68,2,0,Z,0,0
2025-10-08 09:35:19,BEST_BID,87.46,1,0,K,0,0
2025-10-08 09:35:19,BEST_BID,87.44,1,0,P,0,0
2025-10-08 09:35:19,BEST_BID,87.43,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.44,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.52,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.46,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.52,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.46,1,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.68,2,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.44,1,0,Q,0,0
2025-10-08 09:35:19,BEST_BID,87.43,1,0,Q,0,0
2025-10-08 09:35:19,BEST_ASK,87.69,2,0,Q,0,0
2025-10-08 09:35:20,BEST_BID,87.48,1,0,B,0,0
2025-10-08 09:35:20,BEST_BID,87.53,1,0,Q,0,0
