DLTR US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-06 09:35:06,TRADE,89.445,100,0,Q,0,0
2025-10-06 09:35:07,BEST_ASK,89.55,4,0,Q,0,0
2025-10-06 09:35:08,BEST_ASK,89.55,5,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.47,1,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.46,1,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.47,3,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.46,1,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.41,1,0,Q,0,0
2025-10-06 09:35:09,BEST_BID,89.32,1,0,P,0,0
2025-10-06 09:35:09,BEST_BID,89.32,2,0,P,0,0
2025-10-06 09:35:09,BEST_ASK,89.41,2,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.4,1,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.41,2,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.4,1,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.41,2,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.41,1,0,Q,0,0
2025-10-06 09:35:09,TRADE,89.365,100,Q,D,0,0
2025-10-06 09:35:09,BEST_ASK,89.4,1,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.39,1,0,X,0,0
2025-10-06 09:35:09,BEST_ASK,89.41,1,0,Q,0,0
2025-10-06 09:35:09,BEST_BID,89.32,1,0,P,0,0
2025-10-06 09:35:09,TRADE,89.32,100,"R6,IS",P,0,0
2025-10-06 09:35:09,TRADE,89.32,100,"R6,IS",P,0,0
2025-10-06 09:35:09,BEST_BID,89.31,2,0,P,0,0
2025-10-06 09:35:09,BEST_ASK,89.33,1,0,P,0,0
2025-10-06 09:35:09,BEST_BID,89.31,1,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.32,1,0,P,0,0
2025-10-06 09:35:09,BEST_ASK,89.37,1,0,P,0,0
2025-10-06 09:35:09,BEST_ASK,89.41,1,0,Q,0,0
2025-10-06 09:35:09,TRADE,89.36,300,Q,D,0,0
2025-10-06 09:35:09,TRADE,89.36,100,0,Q,0,0
2025-10-06 09:35:09,TRADE,89.36,104,0,Q,0,0
2025-10-06 09:35:09,TRADE,89.33,100,Q,D,0,0
2025-10-06 09:35:09,TRADE,89.36,300,Q,D,0,0
2025-10-06 09:35:09,TRADE,89.36,120,0,F,0,0
2025-10-06 09:35:09,BEST_BID,89.31,1,0,P,0,0
2025-10-06 09:35:09,BEST_ASK,89.55,2,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.55,3,0,Q,0,0
2025-10-06 09:35:09,BEST_BID,89.31,1,0,Q,0,0
2025-10-06 09:35:09,BEST_BID,89.31,1,0,P,0,0
2025-10-06 09:35:09,BEST_ASK,89.54,5,0,Q,0,0
2025-10-06 09:35:09,BEST_ASK,89.54,6,0,Q,0,0
2025-10-06 09:35:09,TRADE,89.311,146,Q,D,0,0
2025-10-06 09:35:09,TRADE,89.31,770,Q,D,0,0
2025-10-06 09:35:09,TRADE,89.31,150,Q,D,0,0
2025-10-06 09:35:10,BEST_ASK,89.54,8,0,Q,0,0
2025-10-06 09:35:11,BEST_ASK,89.49,1,0,X,0,0
2025-10-06 09:35:11,BEST_ASK,89.52,1,0,Q,0,0
2025-10-06 09:35:11,BEST_ASK,89.49,2,0,Q,0,0
2025-10-06 09:35:11,BEST_BID,89.31,1,0,Q,0,0
2025-10-06 09:35:11,BEST_BID,89.31,1,0,P,0,0
2025-10-06 09:35:11,BEST_BID,89.31,1,0,Q,0,0
2025-10-06 09:35:11,TRADE,89.31,100,0,Q,0,0
2025-10-06 09:35:11,BEST_BID,89.3,11,0,Q,0,0
2025-10-06 09:35:11,BEST_BID,89.31,1,0,Q,0,0
2025-10-06 09:35:11,BEST_ASK,89.32,1,0,B,0,0
2025-10-06 09:35:11,BEST_ASK,89.32,1,0,Q,0,0
2025-10-06 09:35:11,BEST_ASK,89.37,1,0,Q,0,0
2025-10-06 09:35:11,TRADE,89.31,100,0,X,0,0
2025-10-06 09:35:11,TRADE,89.31,100,0,B,0,0
2025-10-06 09:35:11,TRADE,89.32,100,0,Q,0,0
2025-10-06 09:35:11,TRADE,89.31,100,0,Q,0,0
2025-10-06 09:35:11,BEST_BID,89.3,11,0,Q,0,0
2025-10-06 09:35:11,BEST_ASK,89.31,1,0,Q,0,0
2025-10-06 09:35:11,BEST_ASK,89.37,1,0,Q,0,0
2025-10-06 09:35:11,TRADE,89.31,100,"R6,IS",Q,0,0
2025-10-06 09:35:11,BEST_ASK,89.32,1,0,A,0,0
