XYZ US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-08 09:35:03,BEST_BID,80.78,2,0,N,0,0
2025-10-08 09:35:03,BEST_BID,80.78,1,0,T,0,0
2025-10-08 09:35:03,TRADE,80.84,100,T,D,0,0
2025-10-08 09:35:05,TRADE,80.8,100,"R6,IS",P,0,0
2025-10-08 09:35:05,TRADE,80.8,100,"R6,IS",N,0,0
2025-10-08 09:35:05,TRADE,80.8,100,0,Z,0,0
2025-10-08 09:35:05,TRADE,80.78,100,0,P,0,0
2025-10-08 09:35:05,TRADE,80.8,100,0,K,0,0
2025-10-08 09:35:05,TRADE,80.78,100,0,N,0,0
2025-10-08 09:35:05,BEST_ASK,80.84,1,0,N,0,0
2025-10-08 09:35:05,TRADE,80.78,100,"R6,IS",K,0,0
2025-10-08 09:35:05,BEST_ASK,80.84,1,0,P,0,0
2025-10-08 09:35:05,BEST_ASK,80.83,4,0,P,0,0
2025-10-08 09:35:05,TRADE,80.8,100,"R6,IS",T,0,0
2025-10-08 09:35:05,BEST_BID,80.68,1,0,T,0,0
2025-10-08 09:35:05,BEST_BID,80.56,2,0,T,0,0
2025-10-08 09:35:05,BEST_ASK,80.83,5,0,P,0,0
2025-10-08 09:35:05,BEST_ASK,80.83,3,0,T,0,0
2025-10-08 09:35:05,BEST_BID,80.68,1,0,T,0,0
2025-10-08 09:35:05,BEST_BID,80.66,1,0,T,0,0
2025-10-08 09:35:05,BEST_BID,80.56,2,0,T,0,0
2025-10-08 09:35:05,BEST_ASK,80.83,4,0,T,0,0
2025-10-08 09:35:05,BEST_ASK,80.83,3,0,T,0,0
2025-10-08 09:35:05,BEST_ASK,80.79,1,0,P,0,0
2025-10-08 09:35:05,BEST_BID,80.66,1,0,T,0,0
2025-10-08 09:35:05,BEST_BID,80.56,2,0,T,0,0
2025-10-08 09:35:05,BEST_ASK,80.78,1,0,T,0,0
2025-10-08 09:35:05,BEST_ASK,80.79,1,0,P,0,0
2025-10-08 09:35:05,BEST_BID,80.66,1,0,T,0,0
2025-10-08 09:35:05,BEST_ASK,80.82,1,0,T,0,0
2025-10-08 09:35:05,BEST_BID,80.56,2,0,T,0,0
2025-10-08 09:35:08,BEST_BID,80.56,3,0,T,0,0
2025-10-08 09:35:09,TRADE,80.82,100,T,D,0,0
2025-10-08 09:35:09,BEST_BID,80.57,1,0,P,0,0
2025-10-08 09:35:09,BEST_BID,80.57,2,0,P,0,0
2025-10-08 09:35:09,BEST_BID,80.69,1,0,J,0,0
2025-10-08 09:35:09,BEST_BID,80.74,2,0,P,0,0
2025-10-08 09:35:09,BEST_BID,80.81,1,0,C,0,0
2025-10-08 09:35:09,BEST_BID,80.81,1,0,M,0,0
2025-10-08 09:35:09,BEST_BID,80.81,1,0,A,0,0
2025-10-08 09:35:09,BEST_BID,80.74,2,0,P,0,0
2025-10-08 09:35:09,BEST_ASK,80.87,1,0,P,0,0
2025-10-08 09:35:09,TRADE,80.82,100,0,T,0,0
2025-10-08 09:35:09,BEST_BID,80.81,1,0,X,0,0
2025-10-08 09:35:09,BEST_BID,80.82,1,0,T,0,0
2025-10-08 09:35:09,BEST_BID,80.83,1,0,T,0,0
2025-10-08 09:35:09,BEST_BID,80.82,1,0,T,0,0
2025-10-08 09:35:09,TRADE,80.83,100,0,T,0,0
2025-10-08 09:35:09,BEST_BID,80.74,2,0,P,0,0
2025-10-08 09:35:09,TRADE,80.82,100,0,T,0,0
2025-10-08 09:35:09,BEST_ASK,80.85,1,0,T,0,0
2025-10-08 09:35:09,BEST_ASK,80.84,1,0,T,0,0
2025-10-08 09:35:09,BEST_ASK,80.85,1,0,T,0,0
2025-10-08 09:35:09,TRADE,80.82,100,0,T,0,0
2025-10-08 09:35:09,BEST_ASK,80.86,1,0,P,0,0
2025-10-08 09:35:09,BEST_ASK,80.9,1,0,T,0,0
2025-10-08 09:35:09,BEST_BID,80.78,1,0,K,0,0
2025-10-08 09:35:10,BEST_BID,80.78,1,0,T,0,0
2025-10-08 09:35:10,BEST_ASK,80.9,2,0,Z,0,0
2025-10-08 09:35:11,BEST_ASK,80.9,1,0,T,0,0
2025-10-08 09:35:11,BEST_ASK,80.9,2,0,T,0,0
2025-10-08 09:35:12,BEST_ASK,80.9,1,0,N,0,0
2025-10-08 09:35:12,BEST_BID,80.74,2,0,P,0,0
2025-10-08 09:35:12,BEST_BID,80.78,1,0,Z,0,0
2025-10-08 09:35:13,TRADE,80.84,600,N,D,0,0
2025-10-08 09:35:13,BEST_ASK,80.89,1,0,N,0,0
2025-10-08 09:35:13,BEST_ASK,80.89,3,0,P,0,0
2025-10-08 09:35:13,BEST_BID,80.78,1,0,T,0,0
