XYZ US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-07 09:35:00,BEST_BID,79.06,1,0,N,0,0
2025-10-07 09:35:00,BEST_ASK,79.07,1,0,N,0,0
2025-10-07 09:35:00,BEST_BID,79.04,1,0,T,0,0
2025-10-07 09:35:00,BEST_ASK,79.19,2,0,Z,0,0
2025-10-07 09:35:00,BEST_ASK,79.18,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.06,1,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.18,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.18,6,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.18,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.18,6,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.17,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.05,1,0,M,0,0
2025-10-07 09:35:00,TRADE,79.07,100,"R6,IS",N,0,0
2025-10-07 09:35:00,TRADE,79.06,454,"R6,IS",P,0,0
2025-10-07 09:35:00,TRADE,79.06,100,"R6,IS",N,0,0
2025-10-07 09:35:00,TRADE,79.07,100,"R6,IS",N,0,0
2025-10-07 09:35:00,TRADE,79.02,485,"R6,IS",P,0,0
2025-10-07 09:35:00,TRADE,79.06,100,"R6,IS",P,0,0
2025-10-07 09:35:00,TRADE,79.08,140,"R6,IS",T,0,0
2025-10-07 09:35:00,TRADE,79.04,100,"R6,IS",T,0,0
2025-10-07 09:35:00,BEST_BID,79.03,1,0,T,0,0
2025-10-07 09:35:00,BEST_BID,78.96,1,0,N,0,0
2025-10-07 09:35:00,BEST_ASK,79.04,1,0,B,0,0
2025-10-07 09:35:00,BEST_ASK,79.04,1,0,X,0,0
2025-10-07 09:35:00,BEST_ASK,79.05,1,0,M,0,0
2025-10-07 09:35:00,BEST_BID,78.96,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.04,1,0,T,0,0
2025-10-07 09:35:00,BEST_BID,79,1,0,T,0,0
2025-10-07 09:35:00,BEST_ASK,79.05,1,0,M,0,0
2025-10-07 09:35:00,BEST_BID,79.03,1,0,T,0,0
2025-10-07 09:35:00,BEST_BID,78.98,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.12,5,0,P,0,0
2025-10-07 09:35:00,BEST_BID,78.96,5,0,P,0,0
2025-10-07 09:35:00,BEST_BID,78.96,1,0,N,0,0
2025-10-07 09:35:00,BEST_ASK,79.11,1,0,X,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,1,0,T,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,1,0,T,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,1,0,G,0,0
2025-10-07 09:35:00,BEST_ASK,79.11,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.09,1,0,F,0,0
2025-10-07 09:35:00,BEST_BID,78.96,5,0,P,0,0
2025-10-07 09:35:00,TRADE,79.07,100,T,D,0,0
2025-10-07 09:35:00,TRADE,79.04,100,"R6,IS",B,0,0
2025-10-07 09:35:00,TRADE,79.03,100,"R6,IS",T,0,0
2025-10-07 09:35:00,TRADE,79.1,100,T,D,0,0
2025-10-07 09:35:00,TRADE,79.07,100,T,D,0,0
2025-10-07 09:35:00,TRADE,79.04,100,T,D,0,0
2025-10-07 09:35:00,TRADE,79.04,100,0,T,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,1,0,F,0,0
2025-10-07 09:35:00,BEST_ASK,79.09,2,0,F,0,0
2025-10-07 09:35:00,BEST_ASK,79.09,1,0,F,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,1,0,F,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,2,0,F,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,1,0,F,0,0
2025-10-07 09:35:00,BEST_ASK,79.08,1,0,T,0,0
2025-10-07 09:35:00,BEST_ASK,79.07,1,0,T,0,0
2025-10-07 09:35:00,BEST_BID,78.97,1,0,F,0,0
2025-10-07 09:35:00,BEST_BID,78.97,1,0,G,0,0
2025-10-07 09:35:00,BEST_BID,78.96,5,0,P,0,0
2025-10-07 09:35:00,BEST_BID,78.98,1,0,Z,0,0
2025-10-07 09:35:00,BEST_ASK,79.09,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.11,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.12,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.09,1,0,G,0,0
2025-10-07 09:35:00,BEST_ASK,79.12,5,0,P,0,0
2025-10-07 09:35:00,BEST_ASK,79.09,1,0,F,0,0
