MCHP US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-08 09:35:34,BEST_BID,65.21,1,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.31,1,0,P,0,0
2025-10-08 09:35:35,BEST_ASK,65.31,2,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.3,1,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.3,2,0,Q,0,0
2025-10-08 09:35:35,TRADE,65.21,100,"R6,IS",Q,0,0
2025-10-08 09:35:35,BEST_BID,65.2,1,0,P,0,0
2025-10-08 09:35:35,BEST_ASK,65.25,1,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.22,1,0,B,0,0
2025-10-08 09:35:35,TRADE,65.21,100,0,B,0,0
2025-10-08 09:35:35,TRADE,65.21,100,0,X,0,0
2025-10-08 09:35:35,TRADE,65.21,100,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.21,1,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.25,1,0,Q,0,0
2025-10-08 09:35:35,TRADE,65.2,100,"R6,IS",P,0,0
2025-10-08 09:35:35,BEST_BID,65.17,10,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.22,1,0,M,0,0
2025-10-08 09:35:35,BEST_ASK,65.21,1,0,F,0,0
2025-10-08 09:35:35,TRADE,65.22,100,0,C,0,0
2025-10-08 09:35:35,BEST_BID,65.19,1,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.17,10,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.17,9,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.17,8,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.2,1,0,P,0,0
2025-10-08 09:35:35,TRADE,65.2,100,0,P,0,0
2025-10-08 09:35:35,BEST_BID,65.17,9,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.25,1,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.17,14,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.19,1,0,Q,0,0
2025-10-08 09:35:35,TRADE,65.21,100,Q,D,0,0
2025-10-08 09:35:35,TRADE,65.19,100,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.17,8,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.25,1,0,F,0,0
2025-10-08 09:35:35,BEST_ASK,65.23,1,0,X,0,0
2025-10-08 09:35:35,BEST_ASK,65.21,1,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.17,9,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.17,8,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.2,1,0,Q,0,0
2025-10-08 09:35:35,TRADE,65.2,100,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.21,1,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.17,9,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.18,1,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.25,1,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.24,1,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.3,2,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.18,1,0,F,0,0
2025-10-08 09:35:35,BEST_ASK,65.28,1,0,Q,0,0
2025-10-08 09:35:35,BEST_ASK,65.28,2,0,Q,0,0
2025-10-08 09:35:35,BEST_BID,65.18,1,0,Q,0,0
2025-10-08 09:35:36,BEST_BID,65.18,1,0,F,0,0
2025-10-08 09:35:36,BEST_ASK,65.28,3,0,Q,0,0
2025-10-08 09:35:36,BEST_ASK,65.28,2,0,Q,0,0
2025-10-08 09:35:36,BEST_ASK,65.28,3,0,Q,0,0
2025-10-08 09:35:36,BEST_BID,65.18,1,0,Q,0,0
2025-10-08 09:35:36,TRADE,65.23,200,Q,D,0,0
2025-10-08 09:35:42,BEST_ASK,65.26,1,0,Q,0,0
2025-10-08 09:35:42,BEST_ASK,65.26,2,0,Q,0,0
2025-10-08 09:35:46,TRADE,65.22,100,Q,D,0,0
2025-10-08 09:35:46,TRADE,65.22,100,Q,D,0,0
2025-10-08 09:35:46,TRADE,65.22,100,Q,D,0,0
2025-10-08 09:35:46,BEST_ASK,65.26,1,0,Q,0,0
2025-10-08 09:35:47,BEST_BID,65.18,9,0,Q,0,0
2025-10-08 09:35:50,BEST_ASK,65.28,1,0,Q,0,0
2025-10-08 09:35:50,TRADE,65.26,100,"R6,IS",Q,0,0
2025-10-08 09:35:50,BEST_BID,65.25,1,0,X,0,0
2025-10-08 09:35:50,BEST_BID,65.26,1,0,Q,0,0
2025-10-08 09:35:50,BEST_ASK,65.35,1,0,Q,0,0
2025-10-08 09:35:50,BEST_ASK,65.39,3,0,Q,0,0
2025-10-08 09:35:50,BEST_BID,65.22,1,0,Q,0,0
2025-10-08 09:35:50,TRADE,65.26,100,"R6,IS",Q,0,0
2025-10-08 09:35:50,BEST_ASK,65.28,1,0,Q,0,0
2025-10-08 09:35:50,BEST_BID,65.24,1,0,Q,0,0
2025-10-08 09:35:50,BEST_BID,65.25,1,0,M,0,0
2025-10-08 09:35:50,BEST_BID,65.25,1,0,C,0,0
2025-10-08 09:35:50,BEST_BID,65.24,1,0,Q,0,0
2025-10-08 09:35:50,BEST_BID,65.25,1,0,F,0,0
2025-10-08 09:35:50,BEST_ASK,65.39,3,0,Q,0,0
2025-10-08 09:35:50,BEST_BID,65.24,1,0,Q,0,0
2025-10-08 09:35:50,BEST_BID,65.25,1,0,F,0,0
2025-10-08 09:35:50,BEST_BID,65.24,1,0,Q,0,0
2025-10-08 09:35:50,TRADE,65.26,100,Q,D,0,0
2025-10-08 09:35:50,BEST_ASK,65.29,1,0,Q,0,0
2025-10-08 09:35:50,BEST_ASK,65.39,3,0,Q,0,0
2025-10-08 09:35:50,BEST_ASK,65.39,2,0,Q,0,0
2025-10-08 09:35:50,BEST_ASK,65.34,1,0,Q,0,0
2025-10-08 09:35:50,TRADE,65.26,100,B,D,0,0
2025-10-08 09:35:53,BEST_ASK,65.34,1,0,F,0,0
2025-10-08 09:35:53,BEST_ASK,65.39,2,0,Q,0,0
2025-10-08 09:36:00,BEST_BID,65.27,1,0,P,0,0
2025-10-08 09:36:01,BEST_BID,65.29,1,0,Q,0,0
2025-10-08 09:36:01,BEST_BID,65.32,1,0,Q,0,0
2025-10-08 09:36:01,BEST_BID,65.32,1,0,F,0,0
2025-10-08 09:36:01,BEST_ASK,65.46,2,0,N,0,0
2025-10-08 09:36:01,BEST_ASK,65.48,2,0,Q,0,0
2025-10-08 09:36:01,BEST_BID,65.32,1,0,Q,0,0
2025-10-08 09:36:01,BEST_ASK,65.46,1,0,F,0,0
2025-10-08 09:36:01,BEST_ASK,65.48,2,0,Q,0,0
2025-10-08 09:36:01,BEST_BID,65.32,1,0,F,0,0
2025-10-08 09:36:01,BEST_ASK,65.47,2,0,Q,0,0
2025-10-08 09:36:01,BEST_BID,65.32,1,0,Q,0,0
2025-10-08 09:36:04,BEST_BID,65.32,1,0,F,0,0
2025-10-08 09:36:04,BEST_ASK,65.4,1,0,Q,0,0
2025-10-08 09:36:04,BEST_BID,65.32,1,0,Q,0,0
2025-10-08 09:36:04,TRADE,65.36,100,Q,D,0,0
2025-10-08 09:36:04,BEST_ASK,65.41,1,0,Q,0,0
2025-10-08 09:36:04,BEST_ASK,65.4,1,0,Q,0,0
2025-10-08 09:36:04,BEST_ASK,65.48,2,0,Q,0,0
2025-10-08 09:36:09,BEST_BID,65.32,1,0,F,0,0
2025-10-08 09:36:09,BEST_ASK,65.48,3,0,Q,0,0
2025-10-08 09:36:09,BEST_ASK,65.41,1,0,Q,0,0
2025-10-08 09:36:10,BEST_ASK,65.48,3,0,Q,0,0
2025-10-08 09:36:13,BEST_BID,65.33,1,0,Q,0,0
2025-10-08 09:36:13,BEST_BID,65.33,2,0,Q,0,0
2025-10-08 09:36:13,BEST_BID,65.39,1,0,Q,0,0
2025-10-08 09:36:13,BEST_ASK,65.48,1,0,Q,0,0
2025-10-08 09:36:13,BEST_BID,65.39,1,0,F,0,0
2025-10-08 09:36:13,BEST_ASK,65.47,2,0,Q,0,0
2025-10-08 09:36:13,BEST_BID,65.39,1,0,P,0,0
2025-10-08 09:36:13,BEST_BID,65.38,1,0,F,0,0
2025-10-08 09:36:13,BEST_BID,65.33,2,0,Q,0,0
2025-10-08 09:36:13,BEST_BID,65.38,1,0,F,0,0
2025-10-08 09:36:13,BEST_BID,65.38,2,0,F,0,0
2025-10-08 09:36:13,BEST_BID,65.38,1,0,F,0,0
2025-10-08 09:36:13,BEST_BID,65.33,2,0,Q,0,0
2025-10-08 09:36:13,BEST_BID,65.33,1,0,Q,0,0
2025-10-08 09:36:14,BEST_BID,65.33,2,0,Q,0,0
2025-10-08 09:36:14,BEST_ASK,65.46,1,0,Q,0,0
2025-10-08 09:36:14,BEST_ASK,65.45,1,0,Q,0,0
2025-10-08 09:36:14,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:36:14,BEST_BID,65.33,1,0,F,0,0
2025-10-08 09:36:14,BEST_BID,65.29,1,0,Q,0,0
2025-10-08 09:36:14,BEST_BID,65.27,1,0,Q,0,0
2025-10-08 09:36:14,BEST_BID,65.31,1,0,Q,0,0
2025-10-08 09:36:14,TRADE,65.3675,100,Q,D,0,0
2025-10-08 09:36:14,BEST_BID,65.31,1,0,P,0,0
2025-10-08 09:36:14,BEST_ASK,65.43,1,0,Q,0,0
2025-10-08 09:36:14,TRADE,65.37,100,Q,D,0,0
2025-10-08 09:36:15,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:36:18,BEST_ASK,65.43,1,0,Q,0,0
2025-10-08 09:36:19,BEST_ASK,65.46,1,0,Q,0,0
2025-10-08 09:36:19,BEST_ASK,65.46,2,0,Q,0,0
2025-10-08 09:36:19,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:36:20,BEST_ASK,65.46,2,0,Q,0,0
2025-10-08 09:36:23,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:36:24,TRADE,65.375,100,Q,D,0,0
2025-10-08 09:36:29,BEST_ASK,65.44,2,0,Q,0,0
2025-10-08 09:36:39,TRADE,65.39,100,0,Q,0,0
2025-10-08 09:36:39,BEST_BID,65.37,1,0,Q,0,0
2025-10-08 09:36:40,BEST_ASK,65.42,1,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.38,1,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.38,2,0,Q,0,0
2025-10-08 09:36:40,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.4,1,0,Q,0,0
2025-10-08 09:36:40,BEST_ASK,65.45,1,0,K,0,0
2025-10-08 09:36:40,BEST_BID,65.43,1,0,X,0,0
2025-10-08 09:36:40,BEST_BID,65.44,1,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.44,2,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.44,3,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.44,2,0,Q,0,0
2025-10-08 09:36:40,BEST_ASK,65.51,2,0,Q,0,0
2025-10-08 09:36:40,TRADE,65.46,100,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.46,1,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.45,1,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.45,1,0,K,0,0
2025-10-08 09:36:40,BEST_ASK,65.48,1,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.45,2,0,Q,0,0
2025-10-08 09:36:40,BEST_ASK,65.51,2,0,Q,0,0
2025-10-08 09:36:40,BEST_ASK,65.6,1,0,Q,0,0
2025-10-08 09:36:40,BEST_ASK,65.59,2,0,Q,0,0
2025-10-08 09:36:40,BEST_BID,65.45,1,0,Q,0,0
2025-10-08 09:36:41,BEST_ASK,65.59,3,0,Q,0,0
2025-10-08 09:36:41,BEST_ASK,65.59,2,0,Q,0,0
2025-10-08 09:36:42,BEST_BID,65.45,1,0,F,0,0
2025-10-08 09:36:42,BEST_BID,65.48,1,0,Q,0,0
2025-10-08 09:36:42,BEST_BID,65.49,1,0,Q,0,0
2025-10-08 09:36:42,BEST_BID,65.51,1,0,Q,0,0
2025-10-08 09:36:42,BEST_BID,65.49,1,0,Q,0,0
2025-10-08 09:36:42,BEST_ASK,65.57,1,0,X,0,0
2025-10-08 09:36:42,BEST_BID,65.49,2,0,Q,0,0
2025-10-08 09:36:42,BEST_ASK,65.58,6,0,Q,0,0
2025-10-08 09:36:42,BEST_ASK,65.58,1,0,Q,0,0
2025-10-08 09:36:42,BEST_BID,65.51,1,0,Q,0,0
2025-10-08 09:36:42,TRADE,65.51,100,0,Q,0,0
2025-10-08 09:36:42,BEST_BID,65.45,1,0,P,0,0
2025-10-08 09:36:42,BEST_ASK,65.58,1,0,F,0,0
2025-10-08 09:36:42,BEST_ASK,65.57,1,0,X,0,0
2025-10-08 09:36:42,BEST_ASK,65.54,1,0,Q,0,0
2025-10-08 09:36:42,BEST_ASK,65.54,2,0,Q,0,0
2025-10-08 09:36:42,BEST_ASK,65.53,1,0,Q,0,0
2025-10-08 09:36:42,TRADE,65.49,100,Q,D,0,0
2025-10-08 09:36:42,BEST_ASK,65.53,1,0,F,0,0
2025-10-08 09:36:42,BEST_ASK,65.57,6,0,Q,0,0
2025-10-08 09:36:42,BEST_ASK,65.57,1,0,Q,0,0
2025-10-08 09:36:42,BEST_ASK,65.56,1,0,Q,0,0
2025-10-08 09:36:42,BEST_ASK,65.56,1,0,F,0,0
2025-10-08 09:36:42,BEST_ASK,65.58,1,0,Q,0,0
2025-10-08 09:36:53,BEST_ASK,65.58,1,0,F,0,0
2025-10-08 09:36:53,BEST_ASK,65.58,2,0,Q,0,0
2025-10-08 09:36:53,BEST_ASK,65.57,1,0,Q,0,0
2025-10-08 09:36:53,BEST_ASK,65.55,1,0,X,0,0
2025-10-08 09:36:53,BEST_ASK,65.5,1,0,Q,0,0
2025-10-08 09:36:53,TRADE,65.45,100,"R6,IS",P,0,0
2025-10-08 09:36:53,BEST_ASK,65.49,1,0,Q,0,0
2025-10-08 09:36:53,BEST_BID,65.39,1,0,Q,0,0
2025-10-08 09:36:53,BEST_ASK,65.5,1,0,Q,0,0
2025-10-08 09:36:53,BEST_BID,65.4,1,0,P,0,0
2025-10-08 09:36:53,BEST_BID,65.39,1,0,Q,0,0
2025-10-08 09:36:53,BEST_ASK,65.48,1,0,Q,0,0
2025-10-08 09:36:53,BEST_ASK,65.48,1,0,F,0,0
2025-10-08 09:36:53,BEST_ASK,65.49,1,0,Q,0,0
2025-10-08 09:36:53,BEST_ASK,65.49,1,0,F,0,0
2025-10-08 09:36:53,BEST_ASK,65.54,1,0,Q,0,0
2025-10-08 09:36:54,BEST_BID,65.39,1,0,F,0,0
2025-10-08 09:36:54,BEST_ASK,65.55,1,0,Q,0,0
2025-10-08 09:36:54,BEST_ASK,65.56,1,0,Z,0,0
2025-10-08 09:36:54,BEST_BID,65.39,1,0,Q,0,0
2025-10-08 09:36:55,BEST_BID,65.39,1,0,F,0,0
2025-10-08 09:36:55,BEST_BID,65.45,1,0,Q,0,0
2025-10-08 09:36:55,BEST_BID,65.39,1,0,F,0,0
2025-10-08 09:36:55,TRADE,65.45,100,"R6,IS",Q,0,0
2025-10-08 09:36:55,BEST_BID,65.41,1,0,Q,0,0
2025-10-08 09:37:01,BEST_ASK,65.56,1,0,F,0,0
2025-10-08 09:37:01,BEST_ASK,65.59,2,0,Q,0,0
2025-10-08 09:37:06,BEST_BID,65.41,2,0,Q,0,0
2025-10-08 09:37:07,BEST_BID,65.42,1,0,Q,0,0
2025-10-08 09:37:07,BEST_BID,65.44,1,0,Q,0,0
2025-10-08 09:37:07,BEST_ASK,65.59,3,0,Q,0,0
2025-10-08 09:37:07,BEST_ASK,65.58,1,0,Q,0,0
2025-10-08 09:37:08,BEST_BID,65.42,1,0,Q,0,0
2025-10-08 09:37:08,TRADE,65.44,100,"R6,IS",Q,0,0
2025-10-08 09:37:08,BEST_BID,65.42,2,0,Q,0,0
2025-10-08 09:37:08,BEST_ASK,65.57,1,0,Q,0,0
2025-10-08 09:37:09,BEST_ASK,65.58,1,0,Q,0,0
2025-10-08 09:37:09,BEST_ASK,65.59,3,0,Q,0,0
2025-10-08 09:37:10,BEST_ASK,65.58,1,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.57,1,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.56,1,0,P,0,0
2025-10-08 09:37:11,BEST_ASK,65.56,2,0,Q,0,0
2025-10-08 09:37:11,BEST_BID,65.42,1,0,Q,0,0
2025-10-08 09:37:11,BEST_BID,65.39,1,0,P,0,0
2025-10-08 09:37:11,TRADE,65.43,130,"R6,IS",Q,0,0
2025-10-08 09:37:11,TRADE,65.42,100,"R6,IS",Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.55,1,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.45,1,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:37:11,BEST_BID,65.34,1,0,Q,0,0
2025-10-08 09:37:11,BEST_BID,65.36,1,0,P,0,0
2025-10-08 09:37:11,BEST_ASK,65.44,2,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.43,1,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.43,1,0,F,0,0
2025-10-08 09:37:11,BEST_ASK,65.44,2,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:37:11,BEST_BID,65.34,1,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.44,1,0,F,0,0
2025-10-08 09:37:11,BEST_ASK,65.46,1,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.45,1,0,Q,0,0
2025-10-08 09:37:11,BEST_BID,65.34,1,0,F,0,0
2025-10-08 09:37:11,BEST_ASK,65.45,1,0,F,0,0
2025-10-08 09:37:11,BEST_BID,65.34,1,0,Q,0,0
2025-10-08 09:37:11,BEST_ASK,65.46,1,0,Q,0,0
2025-10-08 09:37:12,BEST_BID,65.34,1,0,F,0,0
2025-10-08 09:37:12,BEST_ASK,65.46,1,0,F,0,0
2025-10-08 09:37:12,BEST_BID,65.34,1,0,Q,0,0
2025-10-08 09:37:12,BEST_ASK,65.47,1,0,Q,0,0
2025-10-08 09:37:12,BEST_BID,65.34,1,0,F,0,0
2025-10-08 09:37:12,BEST_ASK,65.47,1,0,F,0,0
2025-10-08 09:37:12,BEST_BID,65.34,1,0,Q,0,0
2025-10-08 09:37:12,BEST_ASK,65.54,1,0,Q,0,0
2025-10-08 09:37:12,BEST_BID,65.34,1,0,F,0,0
2025-10-08 09:37:12,BEST_ASK,65.55,1,0,Q,0,0
2025-10-08 09:37:12,BEST_ASK,65.56,1,0,P,0,0
2025-10-08 09:37:13,BEST_ASK,65.55,1,0,Q,0,0
2025-10-08 09:37:13,BEST_ASK,65.55,3,0,Q,0,0
2025-10-08 09:37:16,BEST_ASK,65.55,2,0,Q,0,0
2025-10-08 09:37:21,BEST_ASK,65.47,1,0,Q,0,0
2025-10-08 09:37:21,BEST_BID,65.34,1,0,Q,0,0
2025-10-08 09:37:21,TRADE,65.405,100,0,F,0,0
2025-10-08 09:37:21,BEST_BID,65.34,1,0,F,0,0
2025-10-08 09:37:21,BEST_ASK,65.47,2,0,Q,0,0
2025-10-08 09:37:21,BEST_ASK,65.46,1,0,Q,0,0
2025-10-08 09:37:21,BEST_BID,65.34,1,0,Q,0,0
2025-10-08 09:37:21,BEST_BID,65.34,1,0,F,0,0
2025-10-08 09:37:21,BEST_ASK,65.46,2,0,Q,0,0
2025-10-08 09:37:22,BEST_BID,65.34,1,0,Q,0,0
2025-10-08 09:37:24,TRADE,65.34,100,"R6,IS",Q,0,0
2025-10-08 09:37:24,BEST_BID,65.32,1,0,P,0,0
2025-10-08 09:37:24,BEST_ASK,65.39,1,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.39,2,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.37,5,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.39,2,0,Q,0,0
2025-10-08 09:37:24,BEST_BID,65.27,1,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.37,5,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.39,2,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.39,1,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.38,1,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.38,1,0,F,0,0
2025-10-08 09:37:24,BEST_ASK,65.39,1,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.39,1,0,F,0,0
2025-10-08 09:37:24,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:37:24,BEST_ASK,65.43,1,0,Q,0,0
2025-10-08 09:37:25,BEST_BID,65.27,1,0,F,0,0
2025-10-08 09:37:25,BEST_ASK,65.44,1,0,Q,0,0
2025-10-08 09:37:25,BEST_ASK,65.45,1,0,Q,0,0
2025-10-08 09:37:25,BEST_ASK,65.46,2,0,Q,0,0
2025-10-08 09:37:25,BEST_ASK,65.41,1,0,Q,0,0
2025-10-08 09:37:25,BEST_BID,65.27,1,0,Q,0,0
2025-10-08 09:37:25,BEST_ASK,65.41,1,0,F,0,0
2025-10-08 09:37:25,BEST_ASK,65.46,2,0,Q,0,0
2025-10-08 09:37:26,BEST_ASK,65.41,1,0,Q,0,0
2025-10-08 09:37:26,BEST_ASK,65.46,2,0,Q,0,0
2025-10-08 09:37:26,BEST_ASK,65.41,1,0,Q,0,0
2025-10-08 09:37:27,BEST_ASK,65.46,2,0,Q,0,0
2025-10-08 09:37:27,BEST_ASK,65.41,1,0,Q,0,0
2025-10-08 09:37:28,BEST_BID,65.27,1,0,F,0,0
2025-10-08 09:37:28,BEST_ASK,65.41,1,0,F,0,0
2025-10-08 09:37:28,BEST_BID,65.27,1,0,Q,0,0
2025-10-08 09:37:28,BEST_ASK,65.46,2,0,Q,0,0
2025-10-08 09:37:28,BEST_ASK,65.46,1,0,Q,0,0
2025-10-08 09:37:28,TRADE,65.35,130,0,Q,0,0
2025-10-08 09:37:28,BEST_BID,65.27,1,0,F,0,0
2025-10-08 09:37:28,BEST_ASK,65.5,2,0,Q,0,0
2025-10-08 09:37:28,TRADE,65.38,100,0,Q,0,0
2025-10-08 09:37:28,BEST_BID,65.28,1,0,J,0,0
2025-10-08 09:37:28,BEST_BID,65.3,1,0,Q,0,0
