DECK US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-07 09:35:00,BEST_BID,101.5,3,0,T,0,0
2025-10-07 09:35:01,TRADE,101.57,100,T,D,0,0
2025-10-07 09:35:01,TRADE,101.57,100,T,D,0,0
2025-10-07 09:35:01,BEST_BID,101.5,2,0,N,0,0
2025-10-07 09:35:01,BEST_ASK,101.64,3,0,F,0,0
2025-10-07 09:35:02,BEST_ASK,101.64,5,0,F,0,0
2025-10-07 09:35:03,BEST_BID,101.5,2,0,K,0,0
2025-10-07 09:35:03,BEST_BID,101.5,2,0,N,0,0
2025-10-07 09:35:04,BEST_BID,101.5,1,0,H,0,0
2025-10-07 09:35:04,TRADE,101.5,150,"R6,IS",N,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,1,0,X,0,0
2025-10-07 09:35:04,BEST_ASK,101.63,1,0,P,0,0
2025-10-07 09:35:04,BEST_ASK,101.63,2,0,T,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,1,0,X,0,0
2025-10-07 09:35:04,TRADE,101.5,100,"R6,IS",K,0,0
2025-10-07 09:35:04,TRADE,101.5,100,"R6,IS",H,0,0
2025-10-07 09:35:04,BEST_BID,101.45,1,0,N,0,0
2025-10-07 09:35:04,BEST_ASK,101.56,1,0,T,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,2,0,X,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,2,0,T,0,0
2025-10-07 09:35:04,BEST_BID,101.45,2,0,T,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,2,0,X,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,2,0,T,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,1,0,X,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,2,0,T,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,3,0,T,0,0
2025-10-07 09:35:04,BEST_BID,101.45,1,0,N,0,0
2025-10-07 09:35:04,BEST_ASK,101.61,4,0,T,0,0
2025-10-07 09:35:04,TRADE,101.5411,120,T,D,0,0
2025-10-07 09:35:06,BEST_ASK,101.61,3,0,T,0,0
2025-10-07 09:35:07,BEST_ASK,101.61,4,0,T,0,0
2025-10-07 09:35:08,BEST_ASK,101.56,1,0,T,0,0
2025-10-07 09:35:08,BEST_ASK,101.61,3,0,T,0,0
2025-10-07 09:35:08,BEST_ASK,101.56,1,0,Y,0,0
2025-10-07 09:35:08,BEST_ASK,101.56,2,0,T,0,0
2025-10-07 09:35:09,BEST_ASK,101.56,3,0,T,0,0
2025-10-07 09:35:09,BEST_BID,101.37,2,0,N,0,0
2025-10-07 09:35:09,BEST_ASK,101.54,1,0,X,0,0
2025-10-07 09:35:09,BEST_ASK,101.5,1,0,T,0,0
2025-10-07 09:35:09,BEST_ASK,101.54,1,0,X,0,0
2025-10-07 09:35:09,BEST_ASK,101.56,3,0,T,0,0
2025-10-07 09:35:09,BEST_ASK,101.5,1,0,Y,0,0
2025-10-07 09:35:09,BEST_ASK,101.5,2,0,T,0,0
2025-10-07 09:35:10,TRADE,101.435,100,T,D,0,0
2025-10-07 09:35:10,TRADE,101.5,100,T,D,0,0
2025-10-07 09:35:10,TRADE,101.49,300,T,D,0,0
2025-10-07 09:35:10,TRADE,101.5,100,"R6,IS",Y,0,0
2025-10-07 09:35:10,TRADE,101.47,100,0,K,0,0
2025-10-07 09:35:10,BEST_BID,101.49,1,0,C,0,0
2025-10-07 09:35:10,BEST_ASK,101.5,1,0,T,0,0
2025-10-07 09:35:10,BEST_BID,101.4,1,0,A,0,0
2025-10-07 09:35:10,BEST_ASK,101.56,2,0,T,0,0
2025-10-07 09:35:10,BEST_BID,101.49,1,0,T,0,0
2025-10-07 09:35:10,TRADE,101.5,100,"R6,IS",T,0,0
2025-10-07 09:35:10,TRADE,101.5,100,"R6,IS",T,0,0
2025-10-07 09:35:10,BEST_BID,101.49,1,0,B,0,0
2025-10-07 09:35:10,BEST_BID,101.49,1,0,X,0,0
2025-10-07 09:35:10,TRADE,101.5,100,0,T,0,0
2025-10-07 09:35:10,BEST_BID,101.44,1,0,T,0,0
2025-10-07 09:35:10,TRADE,101.5,100,"R6,IS",B,0,0
2025-10-07 09:35:10,TRADE,101.5,100,"R6,IS",X,0,0
2025-10-07 09:35:10,BEST_ASK,101.53,1,0,T,0,0
2025-10-07 09:35:10,BEST_BID,101.44,1,0,Z,0,0
2025-10-07 09:35:10,BEST_ASK,101.53,2,0,T,0,0
2025-10-07 09:35:10,BEST_ASK,101.53,6,0,T,0,0
2025-10-07 09:35:10,TRADE,101.435,400,T,D,0,0
2025-10-07 09:35:10,TRADE,101.435,100,T,D,0,0
2025-10-07 09:35:10,TRADE,101.435,100,T,D,0,0
