DECK US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-03 09:35:04,BEST_ASK,103.91,2,0,F,0,0
2025-10-03 09:35:04,BEST_ASK,103.91,3,0,F,0,0
2025-10-03 09:35:07,BEST_BID,103.64,1,0,N,0,0
2025-10-03 09:35:07,BEST_ASK,103.91,2,0,F,0,0
2025-10-03 09:35:12,BEST_BID,103.65,1,0,N,0,0
2025-10-03 09:35:19,BEST_BID,103.76,1,0,N,0,0
2025-10-03 09:35:19,BEST_BID,103.68,2,0,N,0,0
2025-10-03 09:35:19,TRADE,103.76,100,0,N,0,0
2025-10-03 09:35:19,BEST_BID,103.68,1,0,N,0,0
2025-10-03 09:35:19,BEST_BID,103.65,1,0,N,0,0
2025-10-03 09:35:19,BEST_ASK,103.91,1,0,G,0,0
2025-10-03 09:35:23,BEST_ASK,103.8,1,0,K,0,0
2025-10-03 09:35:23,BEST_ASK,103.8,2,0,K,0,0
2025-10-03 09:35:32,BEST_ASK,103.8,1,0,N,0,0
2025-10-03 09:35:35,BEST_BID,103.65,2,0,N,0,0
2025-10-03 09:35:35,BEST_ASK,103.8,1,0,K,0,0
2025-10-03 09:35:41,BEST_BID,103.7,1,0,P,0,0
2025-10-03 09:35:49,TRADE,103.71,100,"R6,IS",P,0,0
2025-10-03 09:35:49,TRADE,103.7,100,"R6,IS",P,0,0
2025-10-03 09:35:49,BEST_BID,103.65,2,0,N,0,0
2025-10-03 09:35:55,BEST_BID,103.65,3,0,N,0,0
2025-10-03 09:36:00,TRADE,103.7566,100,T,D,0,0
2025-10-03 09:36:04,BEST_BID,103.65,4,0,N,0,0
2025-10-03 09:36:05,BEST_ASK,103.83,1,0,M,0,0
2025-10-03 09:36:05,TRADE,103.8,100,"R6,IS",K,0,0
2025-10-03 09:36:05,BEST_BID,103.66,1,0,N,0,0
2025-10-03 09:36:05,BEST_BID,103.66,2,0,N,0,0
2025-10-03 09:36:05,TRADE,103.83,100,"R6,IS",M,0,0
2025-10-03 09:36:05,TRADE,103.83,100,IS,G,0,0
2025-10-03 09:36:05,BEST_ASK,103.96,1,0,N,0,0
2025-10-03 09:36:05,BEST_BID,103.67,1,0,N,0,0
2025-10-03 09:36:05,BEST_BID,103.67,2,0,N,0,0
2025-10-03 09:36:05,BEST_ASK,103.97,1,0,G,0,0
2025-10-03 09:36:06,BEST_BID,103.67,3,0,N,0,0
2025-10-03 09:36:06,BEST_ASK,103.97,1,0,N,0,0
2025-10-03 09:36:06,TRADE,103.92,100,IS,G,0,0
2025-10-03 09:36:06,BEST_ASK,103.97,1,0,G,0,0
2025-10-03 09:36:06,BEST_BID,103.68,1,0,N,0,0
2025-10-03 09:36:07,BEST_BID,103.69,1,0,N,0,0
2025-10-03 09:36:07,BEST_BID,103.68,1,0,N,0,0
2025-10-03 09:36:07,BEST_ASK,104,1,0,K,0,0
2025-10-03 09:36:07,TRADE,103.97,175,IS,G,0,0
2025-10-03 09:36:07,BEST_BID,103.83,1,0,N,0,0
2025-10-03 09:36:07,TRADE,103.96,100,T,D,0,0
2025-10-03 09:36:07,TRADE,103.97,100,T,D,0,0
2025-10-03 09:36:07,TRADE,103.97,189,T,D,0,0
2025-10-03 09:36:07,TRADE,104,100,0,K,0,0
2025-10-03 09:36:07,BEST_ASK,104.14,20,0,X,0,0
2025-10-03 09:36:07,TRADE,103.99,100,0,T,0,0
2025-10-03 09:36:07,BEST_BID,103.85,1,0,X,0,0
2025-10-03 09:36:07,TRADE,104.05,2034,T,D,0,0
2025-10-03 09:36:07,BEST_ASK,104.03,1,0,G,0,0
2025-10-03 09:36:07,BEST_BID,103.83,1,0,N,0,0
2025-10-03 09:36:07,BEST_BID,103.83,2,0,N,0,0
2025-10-03 09:36:08,TRADE,104.03,100,T,D,0,0
2025-10-03 09:36:12,TRADE,103.9,190,T,D,0,0
2025-10-03 09:36:21,TRADE,104,292,T,D,0,0
2025-10-03 09:36:21,TRADE,104.01,208,T,D,0,0
2025-10-03 09:36:22,BEST_ASK,104.03,2,0,N,0,0
2025-10-03 09:36:23,BEST_ASK,104.03,3,0,N,0,0
2025-10-03 09:36:23,BEST_ASK,104.03,4,0,N,0,0
2025-10-03 09:36:24,BEST_BID,103.83,1,0,T,0,0
2025-10-03 09:36:24,TRADE,103.9,100,"R6,IS",T,0,0
2025-10-03 09:36:24,TRADE,103.84,100,0,N,0,0
2025-10-03 09:36:24,BEST_ASK,103.84,1,0,A,0,0
2025-10-03 09:36:24,BEST_ASK,104.03,4,0,N,0,0
2025-10-03 09:36:24,BEST_BID,103.68,1,0,N,0,0
2025-10-03 09:36:24,BEST_BID,103.83,1,0,T,0,0
2025-10-03 09:36:24,TRADE,103.83,100,0,T,0,0
