DECK US Equity,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"Trade,Best_Bid,Best_Ask",,,,,,,
Dates,Type,Price,Size,CondCodes,ExchCode,TradeTime,Spread
2025-10-06 09:35:00,TRADE,102.25,100,0,N,0,0
2025-10-06 09:35:00,TRADE,102.25,700,"R6,IS",N,0,0
2025-10-06 09:35:00,TRADE,102.26,114,"R6,IS",N,0,0
2025-10-06 09:35:00,BEST_BID,102.02,1,0,P,0,0
2025-10-06 09:35:00,BEST_BID,102.05,1,0,P,0,0
2025-10-06 09:35:00,BEST_ASK,102.26,8,0,N,0,0
2025-10-06 09:35:00,BEST_BID,102.02,1,0,P,0,0
2025-10-06 09:35:00,BEST_ASK,102.26,5,0,N,0,0
2025-10-06 09:35:00,TRADE,102.26,360,"R6,IS",N,0,0
2025-10-06 09:35:00,BEST_ASK,102.26,2,0,N,0,0
2025-10-06 09:35:00,BEST_ASK,102.26,1,0,K,0,0
2025-10-06 09:35:00,BEST_ASK,102.26,1,0,T,0,0
2025-10-06 09:35:00,BEST_BID,102.15,1,0,T,0,0
2025-10-06 09:35:00,BEST_ASK,102.26,1,0,K,0,0
2025-10-06 09:35:00,TRADE,102.25,100,"R6,IS",T,0,0
2025-10-06 09:35:00,TRADE,102.26,300,"R6,IS",N,0,0
2025-10-06 09:35:00,TRADE,102.26,200,"R6,IS",N,0,0
2025-10-06 09:35:00,BEST_BID,102.21,1,0,T,0,0
2025-10-06 09:35:00,TRADE,102.26,100,"R6,IS",T,0,0
2025-10-06 09:35:00,BEST_ASK,102.31,1,0,T,0,0
2025-10-06 09:35:00,TRADE,102.26,100,"R6,IS",K,0,0
2025-10-06 09:35:00,TRADE,102.22,100,"R6,IS",T,0,0
2025-10-06 09:35:00,BEST_BID,102.15,1,0,T,0,0
2025-10-06 09:35:00,TRADE,102.21,100,"R6,IS",T,0,0
2025-10-06 09:35:00,TRADE,102.235,100,T,D,0,0
2025-10-06 09:35:00,BEST_BID,102.11,1,0,N,0,0
2025-10-06 09:35:01,BEST_BID,102.13,1,0,N,0,0
2025-10-06 09:35:01,BEST_BID,102.11,1,0,N,0,0
2025-10-06 09:35:01,BEST_ASK,102.62,1,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.61,2,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.48,1,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.48,5,0,T,0,0
2025-10-06 09:35:01,BEST_BID,102.01,2,0,N,0,0
2025-10-06 09:35:01,BEST_ASK,102.48,6,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.48,2,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.37,1,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.37,5,0,T,0,0
2025-10-06 09:35:01,TRADE,102.21,400,T,D,0,0
2025-10-06 09:35:01,TRADE,102.21,100,T,D,0,0
2025-10-06 09:35:01,TRADE,102.3,200,T,D,0,0
2025-10-06 09:35:01,TRADE,102.22,250,T,D,0,0
2025-10-06 09:35:01,BEST_ASK,102.37,1,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.26,1,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.61,2,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.26,4,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.26,3,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.26,2,0,T,0,0
2025-10-06 09:35:01,TRADE,102.26,100,"R6,IS",T,0,0
2025-10-06 09:35:01,BEST_ASK,102.26,1,0,T,0,0
2025-10-06 09:35:01,BEST_BID,102.18,1,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.61,3,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.61,2,0,T,0,0
2025-10-06 09:35:01,TRADE,102.26,100,"R6,IS",T,0,0
2025-10-06 09:35:01,TRADE,102.26,100,0,T,0,0
2025-10-06 09:35:01,TRADE,102.26,200,T,D,0,0
2025-10-06 09:35:01,BEST_BID,102.01,1,0,N,0,0
2025-10-06 09:35:01,BEST_BID,102.01,1,0,Z,0,0
2025-10-06 09:35:01,BEST_BID,102.01,1,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.53,1,0,N,0,0
2025-10-06 09:35:01,BEST_BID,102.01,1,0,N,0,0
2025-10-06 09:35:01,BEST_BID,102.01,1,0,T,0,0
2025-10-06 09:35:01,BEST_ASK,102.51,1,0,N,0,0
2025-10-06 09:35:02,BEST_BID,102.02,1,0,N,0,0
2025-10-06 09:35:02,BEST_ASK,102.49,2,0,T,0,0
2025-10-06 09:35:02,BEST_ASK,102.51,1,0,N,0,0
2025-10-06 09:35:02,BEST_BID,102.02,2,0,T,0,0
2025-10-06 09:35:02,BEST_BID,102.02,1,0,N,0,0
